# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-05-06 03:08:46 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06043500 Gallatin River near Gallatin Gateway, MT
# -----------------------------------------------------------------------------------
#
# Data provided for site 06043500
#            TS   parameter     statistic     Description
#         80830       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	80830_00060_00003	80830_00060_00003_cd
USGS	06043500	1994-05-30	2040	A
USGS	06043500	1994-05-31	2060	A
USGS	06043500	1994-06-01	2220	A
USGS	06043500	1994-06-02	2150	A
USGS	06043500	1994-06-03	1880	A
USGS	06043500	1994-06-04	1930	A
USGS	06043500	1994-06-05	1810	A
USGS	06043500	1994-06-06	1680	A
USGS	06043500	1994-06-07	1700	A
USGS	06043500	1994-06-08	1620	A
USGS	06043500	1994-06-09	1490	A
USGS	06043500	1994-06-10	1370	A
USGS	06043500	1994-06-11	1310	A
USGS	06043500	1994-06-12	1430	A
USGS	06043500	1994-06-13	1860	A
USGS	06043500	1994-06-14	2680	A
USGS	06043500	1994-06-15	2030	A
USGS	06043500	1994-06-16	1840	A
USGS	06043500	1994-06-17	1690	A
USGS	06043500	1994-06-18	1570	A
USGS	06043500	1994-06-19	1510	A
USGS	06043500	1994-06-20	1460	A
USGS	06043500	1994-06-21	1420	A
USGS	06043500	1994-06-22	1430	A
USGS	06043500	1994-06-23	1390	A
USGS	06043500	1994-06-24	1280	A
USGS	06043500	1994-06-25	1180	A
USGS	06043500	1994-06-26	1120	A
USGS	06043500	1994-06-27	1050	A
USGS	06043500	1994-06-28	993	A
USGS	06043500	1994-06-29	963	A
USGS	06043500	1994-06-30	935	A
USGS	06043500	1994-07-01	887	A
USGS	06043500	1994-07-02	866	A
USGS	06043500	1994-07-03	874	A
USGS	06043500	1994-07-04	822	A
USGS	06043500	1994-07-05	798	A
USGS	06043500	1994-07-06	1030	A
USGS	06043500	1994-07-07	1130	A
USGS	06043500	1994-07-08	1070	A
USGS	06043500	1994-07-09	914	A
USGS	06043500	1994-07-10	856	A
USGS	06043500	1994-07-11	817	A
USGS	06043500	1994-07-12	778	A
USGS	06043500	1994-07-13	755	A
USGS	06043500	1994-07-14	737	A
USGS	06043500	1994-07-15	722	A
USGS	06043500	1994-07-16	699	A
USGS	06043500	1994-07-17	677	A
USGS	06043500	1994-07-18	662	A
USGS	06043500	1994-07-19	651	A
USGS	06043500	1994-07-20	631	A
USGS	06043500	1994-07-21	610	A
USGS	06043500	1994-07-22	596	A
USGS	06043500	1994-07-23	605	A
USGS	06043500	1994-07-24	670	A
USGS	06043500	1994-07-25	623	A
USGS	06043500	1994-07-26	584	A
USGS	06043500	1994-07-27	573	A
USGS	06043500	1994-07-28	584	A
USGS	06043500	1994-07-29	582	A
USGS	06043500	1994-07-30	561	A
USGS	06043500	1994-07-31	549	A
USGS	06043500	1994-08-01	533	A
USGS	06043500	1994-08-02	559	A
USGS	06043500	1994-08-03	532	A
USGS	06043500	1994-08-04	517	A
USGS	06043500	1994-08-05	510	A
USGS	06043500	1994-08-06	500	A
USGS	06043500	1994-08-07	484	A
USGS	06043500	1994-08-08	480	A
USGS	06043500	1994-08-09	482	A
USGS	06043500	1994-08-10	467	A
USGS	06043500	1994-08-11	478	A
USGS	06043500	1994-08-12	498	A
USGS	06043500	1994-08-13	496	A
USGS	06043500	1994-08-14	471	A
USGS	06043500	1994-08-15	463	A
USGS	06043500	1994-08-16	457	A
USGS	06043500	1994-08-17	446	A
USGS	06043500	1994-08-18	440	A
USGS	06043500	1994-08-19	433	A
USGS	06043500	1994-08-20	430	A
USGS	06043500	1994-08-21	428	A
USGS	06043500	1994-08-22	424	A
USGS	06043500	1994-08-23	426	A
USGS	06043500	1994-08-24	417	A
USGS	06043500	1994-08-25	411	A
USGS	06043500	1994-08-26	403	A
USGS	06043500	1994-08-27	398	A
USGS	06043500	1994-08-28	400	A
USGS	06043500	1994-08-29	417	A
USGS	06043500	1994-08-30	405	A
USGS	06043500	1994-08-31	403	A
USGS	06043500	1994-09-01	403	A
USGS	06043500	1994-09-02	399	A
USGS	06043500	1994-09-03	394	A
USGS	06043500	1994-09-04	403	A
USGS	06043500	1994-09-05	392	A
USGS	06043500	1994-09-06	385	A
USGS	06043500	1994-09-07	380	A
USGS	06043500	1994-09-08	377	A
USGS	06043500	1994-09-09	370	A
USGS	06043500	1994-09-10	367	A
USGS	06043500	1994-09-11	374	A
USGS	06043500	1994-09-12	375	A
USGS	06043500	1994-09-13	372	A
USGS	06043500	1994-09-14	388	A
USGS	06043500	1994-09-15	393	A
USGS	06043500	1994-09-16	378	A
USGS	06043500	1994-09-17	371	A
USGS	06043500	1994-09-18	368	A
USGS	06043500	1994-09-19	366	A
USGS	06043500	1994-09-20	365	A
USGS	06043500	1994-09-21	364	A
USGS	06043500	1994-09-22	362	A
USGS	06043500	1994-09-23	361	A
USGS	06043500	1994-09-24	356	A
USGS	06043500	1994-09-25	352	A
USGS	06043500	1994-09-26	349	A
USGS	06043500	1994-09-27	348	A
USGS	06043500	1994-09-28	347	A
USGS	06043500	1994-09-29	356	A
USGS	06043500	1994-09-30	388	A
USGS	06043500	1994-10-01	370	A
USGS	06043500	1994-10-02	432	A
USGS	06043500	1994-10-03	418	A
USGS	06043500	1994-10-04	393	A
USGS	06043500	1994-10-05	428	A
USGS	06043500	1994-10-06	548	A
USGS	06043500	1994-10-07	450	A
USGS	06043500	1994-10-08	414	A
USGS	06043500	1994-10-09	401	A
USGS	06043500	1994-10-10	396	A
USGS	06043500	1994-10-11	405	A
USGS	06043500	1994-10-12	442	A
USGS	06043500	1994-10-13	416	A
USGS	06043500	1994-10-14	418	A
USGS	06043500	1994-10-15	473	A
USGS	06043500	1994-10-16	430	A
USGS	06043500	1994-10-17	417	A
USGS	06043500	1994-10-18	423	A
USGS	06043500	1994-10-19	408	A
USGS	06043500	1994-10-20	403	A
USGS	06043500	1994-10-21	408	A
USGS	06043500	1994-10-22	397	A
USGS	06043500	1994-10-23	384	A
USGS	06043500	1994-10-24	373	A
USGS	06043500	1994-10-25	365	A
USGS	06043500	1994-10-26	373	A
USGS	06043500	1994-10-27	391	A
USGS	06043500	1994-10-28	441	A
USGS	06043500	1994-10-29	384	A
USGS	06043500	1994-10-30	329	A
USGS	06043500	1994-10-31	377	A
USGS	06043500	1994-11-01	392	A
USGS	06043500	1994-11-02	343	A
USGS	06043500	1994-11-03	297	A
USGS	06043500	1994-11-04	284	A
USGS	06043500	1994-11-05	351	A
USGS	06043500	1994-11-06	372	A
USGS	06043500	1994-11-07	376	A
USGS	06043500	1994-11-08	298	A
USGS	06043500	1994-11-09	339	A
USGS	06043500	1994-11-10	370	A
USGS	06043500	1994-11-11	355	A
USGS	06043500	1994-11-12	372	A
USGS	06043500	1994-11-13	367	A
USGS	06043500	1994-11-14	307	A
USGS	06043500	1994-11-15	306	A
USGS	06043500	1994-11-16	342	A
USGS	06043500	1994-11-17	338	A
USGS	06043500	1994-11-18	280	A
USGS	06043500	1994-11-19	233	A
USGS	06043500	1994-11-20	286	A
USGS	06043500	1994-11-21	251	A
USGS	06043500	1994-11-22	219	A
USGS	06043500	1994-11-23	268	A
USGS	06043500	1994-11-24	303	A
USGS	06043500	1994-11-25	323	A
USGS	06043500	1994-11-26	318	A
USGS	06043500	1994-11-27	286	A
USGS	06043500	1994-11-28	296	A
USGS	06043500	1994-11-29	281	A
USGS	06043500	1994-11-30	298	A
USGS	06043500	1994-12-01	323	A
USGS	06043500	1994-12-02	322	A
USGS	06043500	1994-12-03	306	A
USGS	06043500	1994-12-04	303	A
USGS	06043500	1994-12-05	283	A
USGS	06043500	1994-12-06	272	A
USGS	06043500	1994-12-07	285	A
USGS	06043500	1994-12-08	240	A
USGS	06043500	1994-12-09	238	A
USGS	06043500	1994-12-10	227	A
USGS	06043500	1994-12-11	230	A:e
USGS	06043500	1994-12-12	240	A:e
USGS	06043500	1994-12-13	250	A:e
USGS	06043500	1994-12-14	260	A:e
USGS	06043500	1994-12-15	278	A
USGS	06043500	1994-12-16	295	A
USGS	06043500	1994-12-17	305	A
USGS	06043500	1994-12-18	292	A
USGS	06043500	1994-12-19	293	A
USGS	06043500	1994-12-20	278	A
USGS	06043500	1994-12-21	274	A
USGS	06043500	1994-12-22	272	A
USGS	06043500	1994-12-23	265	A
USGS	06043500	1994-12-24	281	A
USGS	06043500	1994-12-25	294	A
USGS	06043500	1994-12-26	303	A
USGS	06043500	1994-12-27	307	A
USGS	06043500	1994-12-28	309	A
USGS	06043500	1994-12-29	314	A
USGS	06043500	1994-12-30	294	A
USGS	06043500	1994-12-31	244	A
USGS	06043500	1995-01-01	231	A
USGS	06043500	1995-01-02	220	A:e
USGS	06043500	1995-01-03	210	A:e
USGS	06043500	1995-01-04	200	A:e
USGS	06043500	1995-01-05	220	A:e
USGS	06043500	1995-01-06	250	A:e
USGS	06043500	1995-01-07	308	A
USGS	06043500	1995-01-08	320	A
USGS	06043500	1995-01-09	316	A
USGS	06043500	1995-01-10	306	A
USGS	06043500	1995-01-11	306	A
USGS	06043500	1995-01-12	297	A
USGS	06043500	1995-01-13	294	A
USGS	06043500	1995-01-14	299	A
USGS	06043500	1995-01-15	305	A
USGS	06043500	1995-01-16	303	A
USGS	06043500	1995-01-17	295	A
USGS	06043500	1995-01-18	289	A
USGS	06043500	1995-01-19	290	A
USGS	06043500	1995-01-20	275	A
USGS	06043500	1995-01-21	262	A
USGS	06043500	1995-01-22	257	A
USGS	06043500	1995-01-23	274	A
USGS	06043500	1995-01-24	274	A
USGS	06043500	1995-01-25	298	A
USGS	06043500	1995-01-26	308	A
USGS	06043500	1995-01-27	311	A
USGS	06043500	1995-01-28	304	A
USGS	06043500	1995-01-29	285	A
USGS	06043500	1995-01-30	291	A
USGS	06043500	1995-01-31	296	A
USGS	06043500	1995-02-01	316	A
USGS	06043500	1995-02-02	322	A
USGS	06043500	1995-02-03	297	A
USGS	06043500	1995-02-04	294	A
USGS	06043500	1995-02-05	313	A
USGS	06043500	1995-02-06	308	A
USGS	06043500	1995-02-07	312	A
USGS	06043500	1995-02-08	310	A
USGS	06043500	1995-02-09	301	A
USGS	06043500	1995-02-10	291	A
USGS	06043500	1995-02-11	247	A
USGS	06043500	1995-02-12	233	A
USGS	06043500	1995-02-13	230	A:e
USGS	06043500	1995-02-14	240	A:e
USGS	06043500	1995-02-15	260	A:e
USGS	06043500	1995-02-16	284	A
USGS	06043500	1995-02-17	290	A
USGS	06043500	1995-02-18	291	A
USGS	06043500	1995-02-19	294	A
USGS	06043500	1995-02-20	317	A
USGS	06043500	1995-02-21	326	A
USGS	06043500	1995-02-22	318	A
USGS	06043500	1995-02-23	313	A
USGS	06043500	1995-02-24	324	A
USGS	06043500	1995-02-25	342	A
USGS	06043500	1995-02-26	356	A
USGS	06043500	1995-02-27	349	A
USGS	06043500	1995-02-28	312	A
USGS	06043500	1995-03-01	278	A
USGS	06043500	1995-03-02	271	A
USGS	06043500	1995-03-03	312	A
USGS	06043500	1995-03-04	331	A
USGS	06043500	1995-03-05	328	A
USGS	06043500	1995-03-06	310	A
USGS	06043500	1995-03-07	293	A
USGS	06043500	1995-03-08	296	A
USGS	06043500	1995-03-09	315	A
USGS	06043500	1995-03-10	345	A
USGS	06043500	1995-03-11	447	A
USGS	06043500	1995-03-12	489	A
USGS	06043500	1995-03-13	410	A
USGS	06043500	1995-03-14	365	A
USGS	06043500	1995-03-15	374	A
USGS	06043500	1995-03-16	404	A
USGS	06043500	1995-03-17	367	A
USGS	06043500	1995-03-18	365	A
USGS	06043500	1995-03-19	394	A
USGS	06043500	1995-03-20	357	A
USGS	06043500	1995-03-21	388	A
USGS	06043500	1995-03-22	361	A
USGS	06043500	1995-03-23	349	A
USGS	06043500	1995-03-24	396	A
USGS	06043500	1995-03-25	333	A
USGS	06043500	1995-03-26	311	A
USGS	06043500	1995-03-27	317	A
USGS	06043500	1995-03-28	324	A
USGS	06043500	1995-03-29	307	A
USGS	06043500	1995-03-30	322	A
USGS	06043500	1995-03-31	333	A
USGS	06043500	1995-04-01	338	A
USGS	06043500	1995-04-02	366	A
USGS	06043500	1995-04-03	351	A
USGS	06043500	1995-04-04	380	A
USGS	06043500	1995-04-05	432	A
USGS	06043500	1995-04-06	452	A
USGS	06043500	1995-04-07	534	A
USGS	06043500	1995-04-08	536	A
USGS	06043500	1995-04-09	481	A
USGS	06043500	1995-04-10	435	A
USGS	06043500	1995-04-11	412	A
USGS	06043500	1995-04-12	432	A
USGS	06043500	1995-04-13	477	A
USGS	06043500	1995-04-14	595	A
USGS	06043500	1995-04-15	510	A
USGS	06043500	1995-04-16	488	A
USGS	06043500	1995-04-17	480	A
USGS	06043500	1995-04-18	469	A
USGS	06043500	1995-04-19	466	A
USGS	06043500	1995-04-20	474	A
USGS	06043500	1995-04-21	484	A
USGS	06043500	1995-04-22	470	A
USGS	06043500	1995-04-23	469	A
USGS	06043500	1995-04-24	463	A
USGS	06043500	1995-04-25	502	A
USGS	06043500	1995-04-26	473	A
USGS	06043500	1995-04-27	485	A
USGS	06043500	1995-04-28	527	A
USGS	06043500	1995-04-29	510	A
USGS	06043500	1995-04-30	503	A
USGS	06043500	1995-05-01	476	A
USGS	06043500	1995-05-02	495	A
USGS	06043500	1995-05-03	522	A
USGS	06043500	1995-05-04	545	A
USGS	06043500	1995-05-05	606	A
USGS	06043500	1995-05-06	865	A
USGS	06043500	1995-05-07	839	A
USGS	06043500	1995-05-08	860	A
USGS	06043500	1995-05-09	967	A
USGS	06043500	1995-05-10	1080	A
USGS	06043500	1995-05-11	1270	A
USGS	06043500	1995-05-12	1520	A
USGS	06043500	1995-05-13	1450	A
USGS	06043500	1995-05-14	1250	A
USGS	06043500	1995-05-15	1370	A
USGS	06043500	1995-05-16	1820	A
USGS	06043500	1995-05-17	1990	A
USGS	06043500	1995-05-18	2220	A
USGS	06043500	1995-05-19	2460	A
USGS	06043500	1995-05-20	2670	A
USGS	06043500	1995-05-21	2840	A
USGS	06043500	1995-05-22	2860	A
USGS	06043500	1995-05-23	2460	A
USGS	06043500	1995-05-24	2400	A
USGS	06043500	1995-05-25	2290	A
USGS	06043500	1995-05-26	2140	A
USGS	06043500	1995-05-27	1910	A
USGS	06043500	1995-05-28	1780	A
USGS	06043500	1995-05-29	2060	A
USGS	06043500	1995-05-30	2650	A
USGS	06043500	1995-05-31	3290	A
USGS	06043500	1995-06-01	3990	A
USGS	06043500	1995-06-02	4380	A
USGS	06043500	1995-06-03	4940	A
USGS	06043500	1995-06-04	5770	A
USGS	06043500	1995-06-05	5840	A
USGS	06043500	1995-06-06	6670	A
USGS	06043500	1995-06-07	5030	A
USGS	06043500	1995-06-08	4020	A
USGS	06043500	1995-06-09	3370	A
USGS	06043500	1995-06-10	2930	A
USGS	06043500	1995-06-11	2940	A
USGS	06043500	1995-06-12	3810	A
USGS	06043500	1995-06-13	5170	A
USGS	06043500	1995-06-14	5790	A
USGS	06043500	1995-06-15	6000	A
USGS	06043500	1995-06-16	5620	A
USGS	06043500	1995-06-17	5370	A
USGS	06043500	1995-06-18	4860	A
USGS	06043500	1995-06-19	4620	A
USGS	06043500	1995-06-20	3880	A
USGS	06043500	1995-06-21	3520	A
USGS	06043500	1995-06-22	3310	A
USGS	06043500	1995-06-23	3030	A
USGS	06043500	1995-06-24	3070	A
USGS	06043500	1995-06-25	3410	A
USGS	06043500	1995-06-26	3890	A
USGS	06043500	1995-06-27	4880	A
USGS	06043500	1995-06-28	4620	A
USGS	06043500	1995-06-29	3610	A
USGS	06043500	1995-06-30	3220	A
USGS	06043500	1995-07-01	3220	A
USGS	06043500	1995-07-02	3330	A
USGS	06043500	1995-07-03	3680	A
USGS	06043500	1995-07-04	3690	A
USGS	06043500	1995-07-05	3330	A
USGS	06043500	1995-07-06	3330	A
USGS	06043500	1995-07-07	3420	A
USGS	06043500	1995-07-08	3540	A
USGS	06043500	1995-07-09	3450	A
USGS	06043500	1995-07-10	3920	A
USGS	06043500	1995-07-11	3680	A
USGS	06043500	1995-07-12	3430	A
USGS	06043500	1995-07-13	3270	A
USGS	06043500	1995-07-14	2730	A
USGS	06043500	1995-07-15	2450	A
USGS	06043500	1995-07-16	2270	A
USGS	06043500	1995-07-17	2120	A
USGS	06043500	1995-07-18	2020	A
USGS	06043500	1995-07-19	2070	A
USGS	06043500	1995-07-20	2050	A
USGS	06043500	1995-07-21	1930	A
USGS	06043500	1995-07-22	1850	A
USGS	06043500	1995-07-23	1710	A
USGS	06043500	1995-07-24	1600	A
USGS	06043500	1995-07-25	1510	A
USGS	06043500	1995-07-26	1440	A
USGS	06043500	1995-07-27	1360	A
USGS	06043500	1995-07-28	1290	A
USGS	06043500	1995-07-29	1230	A
USGS	06043500	1995-07-30	1300	A
USGS	06043500	1995-07-31	1170	A
USGS	06043500	1995-08-01	1090	A
USGS	06043500	1995-08-02	1030	A
USGS	06043500	1995-08-03	1000	A
USGS	06043500	1995-08-04	990	A
USGS	06043500	1995-08-05	954	A
USGS	06043500	1995-08-06	917	A
USGS	06043500	1995-08-07	885	A
USGS	06043500	1995-08-08	1070	A
USGS	06043500	1995-08-09	976	A
USGS	06043500	1995-08-10	885	A
USGS	06043500	1995-08-11	851	A
USGS	06043500	1995-08-12	816	A
USGS	06043500	1995-08-13	790	A
USGS	06043500	1995-08-14	771	A
USGS	06043500	1995-08-15	750	A
USGS	06043500	1995-08-16	734	A
USGS	06043500	1995-08-17	740	A
USGS	06043500	1995-08-18	778	A
USGS	06043500	1995-08-19	727	A
USGS	06043500	1995-08-20	697	A
USGS	06043500	1995-08-21	691	A
USGS	06043500	1995-08-22	730	A
USGS	06043500	1995-08-23	724	A
USGS	06043500	1995-08-24	784	A
USGS	06043500	1995-08-25	858	A
USGS	06043500	1995-08-26	837	A
USGS	06043500	1995-08-27	728	A
USGS	06043500	1995-08-28	686	A
USGS	06043500	1995-08-29	657	A
USGS	06043500	1995-08-30	640	A
USGS	06043500	1995-08-31	629	A
USGS	06043500	1995-09-01	617	A
USGS	06043500	1995-09-02	603	A
USGS	06043500	1995-09-03	594	A
USGS	06043500	1995-09-04	687	A
USGS	06043500	1995-09-05	674	A
USGS	06043500	1995-09-06	651	A
USGS	06043500	1995-09-07	615	A
USGS	06043500	1995-09-08	619	A
USGS	06043500	1995-09-09	620	A
USGS	06043500	1995-09-10	597	A
USGS	06043500	1995-09-11	609	A
USGS	06043500	1995-09-12	577	A
USGS	06043500	1995-09-13	561	A
USGS	06043500	1995-09-14	555	A
USGS	06043500	1995-09-15	542	A
USGS	06043500	1995-09-16	534	A
USGS	06043500	1995-09-17	528	A
USGS	06043500	1995-09-18	532	A
USGS	06043500	1995-09-19	537	A
USGS	06043500	1995-09-20	596	A
USGS	06043500	1995-09-21	557	A
USGS	06043500	1995-09-22	544	A
USGS	06043500	1995-09-23	543	A
USGS	06043500	1995-09-24	528	A
USGS	06043500	1995-09-25	521	A
USGS	06043500	1995-09-26	514	A
USGS	06043500	1995-09-27	509	A
USGS	06043500	1995-09-28	511	A
USGS	06043500	1995-09-29	508	A
USGS	06043500	1995-09-30	521	A
USGS	06043500	1995-10-01	505	A
USGS	06043500	1995-10-02	488	A
USGS	06043500	1995-10-03	516	A
USGS	06043500	1995-10-04	569	A
USGS	06043500	1995-10-05	526	A
USGS	06043500	1995-10-06	506	A
USGS	06043500	1995-10-07	542	A
USGS	06043500	1995-10-08	521	A
USGS	06043500	1995-10-09	521	A
USGS	06043500	1995-10-10	513	A
USGS	06043500	1995-10-11	542	A
USGS	06043500	1995-10-12	594	A
USGS	06043500	1995-10-13	561	A
USGS	06043500	1995-10-14	535	A
USGS	06043500	1995-10-15	558	A
USGS	06043500	1995-10-16	553	A
USGS	06043500	1995-10-17	534	A
USGS	06043500	1995-10-18	598	A
USGS	06043500	1995-10-19	541	A
USGS	06043500	1995-10-20	504	A
USGS	06043500	1995-10-21	542	A
USGS	06043500	1995-10-22	520	A
USGS	06043500	1995-10-23	458	A
USGS	06043500	1995-10-24	500	A
USGS	06043500	1995-10-25	514	A
USGS	06043500	1995-10-26	511	A
USGS	06043500	1995-10-27	492	A
USGS	06043500	1995-10-28	464	A
USGS	06043500	1995-10-29	509	A
USGS	06043500	1995-10-30	478	A
USGS	06043500	1995-10-31	410	A
USGS	06043500	1995-11-01	402	A
USGS	06043500	1995-11-02	321	A
USGS	06043500	1995-11-03	354	A
USGS	06043500	1995-11-04	400	A
USGS	06043500	1995-11-05	448	A
USGS	06043500	1995-11-06	452	A
USGS	06043500	1995-11-07	433	A
USGS	06043500	1995-11-08	463	A
USGS	06043500	1995-11-09	487	A
USGS	06043500	1995-11-10	443	A
USGS	06043500	1995-11-11	433	A
USGS	06043500	1995-11-12	465	A
USGS	06043500	1995-11-13	449	A
USGS	06043500	1995-11-14	449	A
USGS	06043500	1995-11-15	443	A
USGS	06043500	1995-11-16	439	A
USGS	06043500	1995-11-17	430	A
USGS	06043500	1995-11-18	436	A
USGS	06043500	1995-11-19	437	A
USGS	06043500	1995-11-20	385	A
USGS	06043500	1995-11-21	389	A
USGS	06043500	1995-11-22	452	A
USGS	06043500	1995-11-23	422	A
USGS	06043500	1995-11-24	416	A
USGS	06043500	1995-11-25	427	A
USGS	06043500	1995-11-26	439	A
USGS	06043500	1995-11-27	419	A
USGS	06043500	1995-11-28	419	A
USGS	06043500	1995-11-29	426	A
USGS	06043500	1995-11-30	460	A
USGS	06043500	1995-12-01	465	A
USGS	06043500	1995-12-02	500	A
USGS	06043500	1995-12-03	390	A
USGS	06043500	1995-12-04	423	A
USGS	06043500	1995-12-05	323	A
USGS	06043500	1995-12-06	334	A
USGS	06043500	1995-12-07	355	A
USGS	06043500	1995-12-08	307	A
USGS	06043500	1995-12-09	289	A
USGS	06043500	1995-12-10	398	A
USGS	06043500	1995-12-11	434	A
USGS	06043500	1995-12-12	438	A
USGS	06043500	1995-12-13	425	A
USGS	06043500	1995-12-14	390	A
USGS	06043500	1995-12-15	378	A
USGS	06043500	1995-12-16	384	A
USGS	06043500	1995-12-17	350	A
USGS	06043500	1995-12-18	279	A
USGS	06043500	1995-12-19	260	A:e
USGS	06043500	1995-12-20	250	A:e
USGS	06043500	1995-12-21	250	A:e
USGS	06043500	1995-12-22	240	A:e
USGS	06043500	1995-12-23	230	A:e
USGS	06043500	1995-12-24	230	A:e
USGS	06043500	1995-12-25	220	A:e
USGS	06043500	1995-12-26	220	A:e
USGS	06043500	1995-12-27	220	A:e
USGS	06043500	1995-12-28	220	A:e
USGS	06043500	1995-12-29	230	A:e
USGS	06043500	1995-12-30	250	A:e
USGS	06043500	1995-12-31	250	A:e
USGS	06043500	1996-01-01	240	A:e
USGS	06043500	1996-01-02	220	A:e
USGS	06043500	1996-01-03	210	A:e
USGS	06043500	1996-01-04	210	A:e
USGS	06043500	1996-01-05	220	A:e
USGS	06043500	1996-01-06	240	A:e
USGS	06043500	1996-01-07	270	A:e
USGS	06043500	1996-01-08	300	A:e
USGS	06043500	1996-01-09	346	A
USGS	06043500	1996-01-10	348	A
USGS	06043500	1996-01-11	337	A
USGS	06043500	1996-01-12	323	A
USGS	06043500	1996-01-13	322	A
USGS	06043500	1996-01-14	312	A
USGS	06043500	1996-01-15	341	A
USGS	06043500	1996-01-16	341	A
USGS	06043500	1996-01-17	326	A
USGS	06043500	1996-01-18	276	A
USGS	06043500	1996-01-19	286	A
USGS	06043500	1996-01-20	317	A
USGS	06043500	1996-01-21	328	A
USGS	06043500	1996-01-22	311	A
USGS	06043500	1996-01-23	293	A
USGS	06043500	1996-01-24	294	A
USGS	06043500	1996-01-25	304	A
USGS	06043500	1996-01-26	308	A
USGS	06043500	1996-01-27	286	A
USGS	06043500	1996-01-28	284	A
USGS	06043500	1996-01-29	270	A:e
USGS	06043500	1996-01-30	280	A:e
USGS	06043500	1996-01-31	300	A:e
USGS	06043500	1996-02-01	270	A:e
USGS	06043500	1996-02-02	220	A:e
USGS	06043500	1996-02-03	200	A:e
USGS	06043500	1996-02-04	220	A:e
USGS	06043500	1996-02-05	240	A:e
USGS	06043500	1996-02-06	250	A:e
USGS	06043500	1996-02-07	270	A:e
USGS	06043500	1996-02-08	292	A
USGS	06043500	1996-02-09	315	A
USGS	06043500	1996-02-10	325	A
USGS	06043500	1996-02-11	287	A
USGS	06043500	1996-02-12	280	A
USGS	06043500	1996-02-13	305	A
USGS	06043500	1996-02-14	321	A
USGS	06043500	1996-02-15	319	A
USGS	06043500	1996-02-16	304	A
USGS	06043500	1996-02-17	306	A
USGS	06043500	1996-02-18	319	A
USGS	06043500	1996-02-19	323	A
USGS	06043500	1996-02-20	310	A
USGS	06043500	1996-02-21	314	A
USGS	06043500	1996-02-22	325	A
USGS	06043500	1996-02-23	298	A
USGS	06043500	1996-02-24	285	A
USGS	06043500	1996-02-25	274	A
USGS	06043500	1996-02-26	254	A
USGS	06043500	1996-02-27	240	A:e
USGS	06043500	1996-02-28	230	A:e
USGS	06043500	1996-02-29	230	A:e
USGS	06043500	1996-03-01	250	A:e
USGS	06043500	1996-03-02	260	A:e
USGS	06043500	1996-03-03	250	A:e
USGS	06043500	1996-03-04	240	A:e
USGS	06043500	1996-03-05	240	A:e
USGS	06043500	1996-03-06	250	A:e
USGS	06043500	1996-03-07	260	A:e
USGS	06043500	1996-03-08	270	A:e
USGS	06043500	1996-03-09	297	A
USGS	06043500	1996-03-10	322	A
USGS	06043500	1996-03-11	344	A
USGS	06043500	1996-03-12	373	A
USGS	06043500	1996-03-13	365	A
USGS	06043500	1996-03-14	322	A
USGS	06043500	1996-03-15	341	A
USGS	06043500	1996-03-16	340	A
USGS	06043500	1996-03-17	327	A
USGS	06043500	1996-03-18	310	A
USGS	06043500	1996-03-19	289	A
USGS	06043500	1996-03-20	311	A
USGS	06043500	1996-03-21	363	A
USGS	06043500	1996-03-22	359	A
USGS	06043500	1996-03-23	340	A
USGS	06043500	1996-03-24	271	A
USGS	06043500	1996-03-25	257	A
USGS	06043500	1996-03-26	299	A
USGS	06043500	1996-03-27	304	A
USGS	06043500	1996-03-28	298	A
USGS	06043500	1996-03-29	298	A
USGS	06043500	1996-03-30	287	A
USGS	06043500	1996-03-31	298	A
USGS	06043500	1996-04-01	365	A
USGS	06043500	1996-04-02	377	A
USGS	06043500	1996-04-03	326	A
USGS	06043500	1996-04-04	334	A
USGS	06043500	1996-04-05	312	A
USGS	06043500	1996-04-06	354	A
USGS	06043500	1996-04-07	453	A
USGS	06043500	1996-04-08	583	A
USGS	06043500	1996-04-09	725	A
USGS	06043500	1996-04-10	926	A
USGS	06043500	1996-04-11	1020	A
USGS	06043500	1996-04-12	749	A
USGS	06043500	1996-04-13	605	A
USGS	06043500	1996-04-14	541	A
USGS	06043500	1996-04-15	544	A
USGS	06043500	1996-04-16	615	A
USGS	06043500	1996-04-17	681	A
USGS	06043500	1996-04-18	577	A
USGS	06043500	1996-04-19	542	A
USGS	06043500	1996-04-20	511	A
USGS	06043500	1996-04-21	497	A
USGS	06043500	1996-04-22	474	A
USGS	06043500	1996-04-23	485	A
USGS	06043500	1996-04-24	701	A
USGS	06043500	1996-04-25	691	A
